Time (s), x_rear(m), y_rear(m), yaw(deg)
2.384185791015625e-07, 0.02993375575169921, 0.05871579691302031, -2.861378587731834
0.16366171836853027, 0.040137726813554764, 0.06604598229750991, -0.22940320106755782
0.3254976272583008, 0.0016111070290207863, 0.057698615826666355, -2.6225464084037404
0.5125353336334229, 0.0850483076646924, -0.000637056306004519, -1.962526405311506
0.7128739356994629, 0.004794021137058735, 0.1370391675736755, 0.4646738476382822
0.8690719604492188, -0.03722849953919649, 0.14219392952509224, 1.5779940466464966
1.0798463821411133, -0.02689938759431243, 0.07946203369647264, -3.322404714952888
1.3084564208984375, 0.05070611368864775, 0.11536027409601957, -0.9290875875733585
1.5126240253448486, 0.011056621093302965, 0.13986057904548943, -2.4062514169677334
1.7312803268432617, -0.04134105844423175, 0.10913739027455449, -0.498309599628653
1.9188206195831299, -0.005733483470976353, 0.09056344535201788, -3.0681568246612048
2.067451000213623, 0.017150211613625288, 0.030594662879593674, 0.033346996595307106
2.221954584121704, 0.031575574073940516, 0.03934866329655051, -1.7700407486579686
2.376307249069214, -0.014842258300632238, -0.01474601868540049, -0.5826262276635942
2.524522066116333, 0.0645290925167501, -0.015662394696846604, -0.9034022251655281
2.683527708053589, -0.03721330873668194, -0.002960917074233297, -0.974507748957147
2.9018375873565674, -0.03636881988495588, 0.09040496835950762, -1.460133265147772
3.1194818019866943, 0.013245836365967989, 0.043860209290869534, -1.0473262331747202
3.3270039558410645, 0.031647874508053064, 0.10782068641856313, -2.6958940321714984
3.5396363735198975, 0.08977710967883468, 0.14431150746531785, -1.8742873969164286
3.6852357387542725, 0.00823094928637147, 0.10950306244194508, -1.7177335703308279
3.879824638366699, -0.016526838298887014, 0.0816032363800332, -0.622419042103082
4.096231460571289, 0.10082040866836905, 0.049828308867290616, -2.818602812214736
4.307425498962402, -0.010595751460641623, 0.0892977894982323, 0.1512584151101338
4.51523756980896, -0.08356904098764062, -0.02812579611781985, -0.39484615278740415
4.6993772983551025, 0.025337079539895058, 0.07441606989596039, -1.5028548866336977
4.884332656860352, 0.007853083312511444, 0.1470592152327299, -0.8379988232464479
5.060074329376221, -0.08137551741674542, 0.059044993133284145, -3.2378595126664482
5.22265362739563, 0.11811633361503482, 0.09216438233852388, -0.4266291209921079
5.3821611404418945, 0.05333454627543688, 0.02979661256540567, -1.7275477442666853
5.558127403259277, 0.01274886867031455, 0.19385162135586143, -2.079734836454199
5.728039026260376, -0.04014254314824939, -0.03336131642572582, -0.7383085973291729
5.901006460189819, -0.06376292277127504, -0.015710810665041212, -2.8906852344233944
6.070766925811768, -0.035868107341229916, 0.15861777309328318, -2.448762150450553
6.2305498123168945, -0.0029549915343523026, 0.008336070692166686, -0.5757598236226911
6.4048075675964355, 0.09560303017497063, 0.07100573997013271, -0.9488750010429041
6.579212188720703, 0.004446277394890785, 0.03125004656612873, -1.9848631326783028
