0,0,97
-0.03,0.2445,97
-0.06,0.489,97
-0.09,0.7335,97
-0.12,0.978,97
-0.15,1.2225,97
-0.18,1.467,97
-0.21,1.7115,97
-0.24,1.956,97
-0.27,2.2005,97
-0.3,2.445,97
-0.33,2.6895,97
-0.36,2.934,97
-0.39,3.1785,97
-0.42,3.423,97
-0.45,3.6675,97
-0.48,3.912,97
-0.51,4.1565,97
-0.54,4.401,97
-0.57,4.6455,97
-0.6,4.89,97
-0.63,5.1345,97
-0.66,5.379,97
-0.69,5.6235,97
-0.72,5.868,97
-0.97,5.9139,142
-1.22,5.8814,187
-1.47,5.8489,187
-1.72,5.8164,187
-1.97,5.7839,187
-2.22,5.7514,187
-2.47,5.7189,187
-2.72,5.6864,187
-2.69,5.6758,232
-2.66,5.6612,277
-2.63,5.6466,277
-2.6,5.382,277
-2.57,5.1174,277
-2.54,4.8528,277
-2.51,4.5882,277
-2.48,4.3236,277
-2.45,4.059,277
-2.42,3.7944,277
-2.39,3.5298,277
-2.36,3.2652,277
-2.33,3.0006,277
-2.3,2.736,277
-2.27,2.4714,277
-2.24,2.2068,277
-2.21,1.9422,277
-2.18,1.6776,277
-2.15,1.413,277
-2.12,1.1484,277
-2.09,0.8838,277
-2.06,0.6192,277
-2.03,0.3546,277
-2,0.09,277
-1.97,-0.1746,277
-1.94,-0.4392,277
-1.69,-0.3549,322
-1.44,-0.3024,367
-1.19,-0.2499,367
-0.94,-0.1974,367
-0.69,-0.1449,367
-0.7,0.25,412
-0.72,0.4664,457
-0.75,0.7175,457
-0.78,0.9686,457
-0.81,1.2197,457
-0.84,1.4708,457
-0.87,1.7219,457
-0.9,1.973,457
-0.93,2.2241,457
-0.96,2.4752,457
-0.99,2.7263,457
-1.02,2.9774,457
-1.05,3.2285,457
-1.08,3.4796,457
-1.11,3.7307,457
-1.14,3.9818,457
-1.17,4.2329,457
-1.2,4.484,457
-1.23,4.7351,457
-1.26,4.9862,457
-1.29,5.2373,457
-1.32,5.4884,457
-1.35,5.7395,457
-1.38,5.9906,457
-1.63,5.83462,502
-1.88,5.80312,547
-2.13,5.77162,547
-2.38,5.74012,547
-2.63,5.70862,547
-2.88,5.67712,547
-3.13,5.64562,547
-3.103,4.07215,592
-3.076,3.8278,637
-3.049,3.58345,637
-3.022,3.3391,637
-2.995,3.09475,637
-2.968,2.8504,637
-2.941,2.60605,637
-2.914,2.3617,637
-2.887,2.11735,637
-2.86,1.873,637
-2.833,1.62865,637
-2.806,1.3843,637
-2.779,1.13995,637
-2.752,0.8956,637
-2.725,0.65125,637
-2.698,0.4069,637
-2.671,0.16255,637
-2.644,-0.0818,637
-2.617,-0.32615,637
-2.59,-0.5705,637
-2.345,-0.49245,682
-2.1,-0.441,727
-1.855,-0.38955,727
-1.61,-0.3381,727
-1.365,-0.28665,727
-1.375,-0.03,772
-1.385,0.25,817
-1.395,0.58305,817
-1.425,0.84075,817
-1.455,1.09845,817
-1.485,1.35615,817
-1.515,1.61385,817
-1.545,1.87155,817
-1.575,2.12925,817
-1.605,2.38695,817
-1.635,2.64465,817
-1.665,2.90235,817
-1.695,3.16005,817
-1.725,3.41775,817
-1.755,3.67545,817
-1.785,3.93315,817
-1.815,4.19085,817
-1.845,4.44855,817
-1.875,4.70625,817
-1.905,4.96395,817
-1.935,5.22165,817
-1.965,5.47935,817
-1.995,5.73705,817
-2.245,5.75713,862
-2.495,5.72563,907
-2.745,5.69413,907
-2.995,5.66263,907
-3.245,5.63113,907
-3.495,5.59963,907
-3.745,5.56813,907
-3.995,5.53663,907
-3.968,5.5424,952
-3.941,5.5413,997
-3.914,5.5402,997
-3.887,5.3391,997
-3.86,5.088,997
-3.833,4.8369,997
-3.806,4.5858,997
-3.779,4.3347,997
-3.752,4.0836,997
-3.725,3.8325,997
-3.698,3.5814,997
-3.671,3.3303,997
-3.644,3.0792,997
-3.617,2.8281,997
-3.59,2.577,997
-3.563,2.3259,997
-3.536,2.0748,997
-3.509,1.8237,997
-3.482,1.5726,997
-3.455,1.3215,997
-3.428,1.0704,997
-3.401,0.8193,997
-3.374,0.5682,997
-3.347,0.3171,997
-3.32,0.066,997
-3.293,-0.1851,997
-3.266,-0.4362,997
-3.239,-0.6873,997
