Time,x_d,y_d,theta_d,delta_,v_,ddelta_dt
15.4628857,-0.2419869,-5.2422715,-2.3544288,0.0098355,0.738344,0.0215106
15.5129274,-0.2680519,-5.2684391,-2.3540254,0.0109157,0.7378579,0.0216053
15.5629691,-0.2940874,-5.2945992,-2.3535802,0.0120013,0.7373223,0.0217104
15.6130108,-0.3200907,-5.3207513,-2.3530932,0.0130926,0.7367373,0.0218261
15.6630525,-0.3460587,-5.3468946,-2.352564,0.0141902,0.7361031,0.0219526
15.7130942,-0.3719888,-5.3730284,-2.3519927,0.0152947,0.7354197,0.0220899
15.7631359,-0.397878,-5.3991519,-2.351379,0.0164066,0.7346872,0.0222381
15.8131776,-0.4237234,-5.4252644,-2.3507228,0.0175265,0.733906,0.0223975
15.8632193,-0.4495224,-5.4513653,-2.3500239,0.0186549,0.733076,0.022568
15.9132611,-0.475272,-5.4774538,-2.3492821,0.0197924,0.7321974,0.0227499
15.9633028,-0.5009693,-5.5035291,-2.3484972,0.0209395,0.7312705,0.0229433
16.0133445,-0.5266116,-5.5295907,-2.347669,0.0220969,0.7302955,0.0231483
16.0633862,-0.5521961,-5.5556377,-2.3467972,0.0232652,0.7292724,0.0233653
16.1134279,-0.57772,-5.5816694,-2.3458816,0.0244449,0.7282015,0.0235943
16.1634696,-0.6031803,-5.6076852,-2.344922,0.0256367,0.7270831,0.0238356
16.2135113,-0.6285744,-5.6336842,-2.343918,0.0268412,0.7259174,0.0240893
16.263553,-0.6538995,-5.6596659,-2.3428694,0.028059,0.7247046,0.0243557
16.3135947,-0.6791528,-5.6856295,-2.3417759,0.0292907,0.7234449,0.0246351
16.3636364,-0.7043314,-5.7115742,-2.3406372,0.0305371,0.7221387,0.0249276
16.4136781,-0.7294327,-5.7374994,-2.339453,0.0317988,0.7207861,0.0252336
16.4637198,-0.7544538,-5.7634043,-2.3382229,0.0330764,0.7193875,0.0255532
16.5137615,-0.7793921,-5.7892883,-2.3369465,0.0343708,0.7179432,0.0258868
16.5638032,-0.8042448,-5.8151506,-2.3356236,0.0356825,0.7164535,0.0262347
16.6138449,-0.8290091,-5.8409905,-2.3342537,0.0370124,0.7149187,0.0265972
16.6638866,-0.8536823,-5.8668073,-2.3328364,0.0383611,0.7133391,0.0269746
16.7139283,-0.8782618,-5.8926003,-2.3313714,0.0397295,0.7117151,0.0273672
16.76397,-0.9027449,-5.9183688,-2.3298581,0.0411182,0.710047,0.0277754
16.8140117,-0.9271287,-5.9441121,-2.3282963,0.0425282,0.7083352,0.0281995
16.8640534,-0.9514107,-5.9698295,-2.3266853,0.0439602,0.70658,0.02864
16.9140951,-0.9755882,-5.9955202,-2.3250248,0.0454151,0.7047819,0.0290971
16.9641368,-0.9996586,-6.0211836,-2.3233143,0.0468936,0.7029413,0.0295714
17.0141785,-1.0236191,-6.0468189,-2.3215532,0.0483968,0.7010585,0.0300632
17.0642202,-1.0474672,-6.0724255,-2.319741,0.0499254,0.6991341,0.030573
17.1142619,-1.0712003,-6.0980027,-2.3178773,0.0514805,0.6971683,0.0311012
17.1643036,-1.0948156,-6.1235496,-2.3159614,0.0530629,0.6951618,0.0316483
17.2143453,-1.1183108,-6.1490658,-2.3139928,0.0546736,0.693115,0.0322147
17.264387,-1.141683,-6.1745504,-2.3119709,0.0563137,0.6910283,0.032801
17.3144287,-1.1649299,-6.2000027,-2.3098951,0.0579841,0.6889023,0.0334077
17.3644704,-1.1880488,-6.2254221,-2.3077648,0.0596858,0.6867374,0.0340353
17.4145121,-1.2110372,-6.2508078,-2.3055793,0.0614201,0.6845343,0.0346844
17.4645538,-1.2338926,-6.2761592,-2.303338,0.0631878,0.6822934,0.0353556
17.5145955,-1.2566125,-6.3014755,-2.3010401,0.0649903,0.6800153,0.0360493
17.5646372,-1.2791943,-6.3267561,-2.2986851,0.0668286,0.6777005,0.0367663
17.6146789,-1.3016356,-6.3520002,-2.2962721,0.068704,0.6753498,0.0375071
17.6647206,-1.3239339,-6.3772073,-2.2938005,0.0706176,0.6729636,0.0382724
17.7147623,-1.3460868,-6.4023765,-2.2912694,0.0725707,0.6705426,0.0390628
17.764804,-1.3680919,-6.4275072,-2.2886781,0.0745647,0.6680874,0.0398791
17.8148457,-1.3899466,-6.4525987,-2.2860259,0.0766008,0.6655987,0.0407218
17.8648874,-1.4116487,-6.4776503,-2.2833118,0.0786804,0.6630773,0.0415918
17.9149291,-1.4331957,-6.5026613,-2.280535,0.0808049,0.6605237,0.0424898
17.9649708,-1.4545853,-6.5276311,-2.2776946,0.0829757,0.6579387,0.0434164
18.0150125,-1.4758152,-6.5525589,-2.2747898,0.0851943,0.655323,0.0443725
18.0650542,-1.4968829,-6.577444,-2.2718197,0.0874623,0.6526774,0.0453589
18.1150959,-1.5177862,-6.6022859,-2.2687833,0.0897811,0.6500027,0.0463763
18.1651376,-1.5385227,-6.6270838,-2.2656796,0.0921524,0.6472997,0.0474255
18.2151793,-1.5590903,-6.6518369,-2.2625076,0.0945777,0.6445692,0.0485075
18.265221,-1.5794866,-6.6765447,-2.2592664,0.0970589,0.6418119,0.0496229
18.3152627,-1.5997094,-6.7012065,-2.2559549,0.0995975,0.6390289,0.0507727
18.3653044,-1.6197565,-6.7258216,-2.252572,0.1021954,0.636221,0.0519578
18.4153461,-1.6396257,-6.7503892,-2.2491166,0.1048543,0.6333891,0.053179
18.4653878,-1.6593147,-6.7749088,-2.2455877,0.1075762,0.6305342,0.0544372
18.5154295,-1.6788215,-6.7993797,-2.241984,0.1103629,0.6276571,0.0557333
18.5654712,-1.6981439,-6.8238011,-2.2383044,0.1132163,0.624759,0.0570681
18.6155129,-1.7172798,-6.8481725,-2.2345477,0.1161384,0.6218408,0.0584427
18.6655546,-1.736227,-6.8724931,-2.2307127,0.1191313,0.6189036,0.0598579
18.7155963,-1.7549835,-6.8967623,-2.2267981,0.122197,0.6159485,0.0613145
18.765638,-1.7735473,-6.9209794,-2.2228025,0.1253377,0.6129766,0.0628135
18.8156797,-1.7919162,-6.9451437,-2.2187248,0.1285555,0.609989,0.0643558
18.8657214,-1.8100883,-6.9692546,-2.2145635,0.1318526,0.6069869,0.0659422
18.9157631,-1.8280616,-6.9933115,-2.2103172,0.1352313,0.6039715,0.0675736
18.9658048,-1.845834,-7.0173136,-2.2059846,0.1386938,0.6009441,0.0692508
19.0158465,-1.8634038,-7.0412603,-2.2015641,0.1422426,0.5979058,0.0709745
19.0658882,-1.8807688,-7.065151,-2.1970544,0.1458798,0.5948582,0.0727456
19.1159299,-1.8979272,-7.0889849,-2.1924539,0.1496081,0.5918024,0.0745648
19.1659716,-1.9148772,-7.1127615,-2.187761,0.1534297,0.5887398,0.0764327
19.2160133,-1.9316168,-7.13648,-2.1829743,0.1573472,0.585672,0.0783499
19.266055,-1.9481442,-7.1601399,-2.178092,0.1613631,0.5826004,0.080317
19.3160967,-1.9644577,-7.1837405,-2.1731126,0.1654798,0.5795264,0.0823346
19.3661384,-1.9805553,-7.2072811,-2.1680343,0.1696999,0.5764516,0.0844028
19.4161802,-1.9964355,-7.2307611,-2.1628556,0.174026,0.5733776,0.0865222
19.4662219,-2.0120963,-7.2541798,-2.1575745,0.1784607,0.5703061,0.0886927
19.5162636,-2.0275361,-7.2775366,-2.1521895,0.1830064,0.5672386,0.0909147
19.5663053,-2.0427532,-7.3008309,-2.1466986,0.1876658,0.564177,0.0931878
19.616347,-2.0577459,-7.324062,-2.1411,0.1924414,0.561123,0.0955121
19.6663887,-2.0725125,-7.3472293,-2.1353919,0.1973358,0.5580784,0.0978871
19.7164304,-2.0870515,-7.3703321,-2.1295723,0.2023514,0.5550451,0.1003122
19.7664721,-2.1013613,-7.3933698,-2.1236394,0.2074907,0.5520249,0.1027868
19.8165138,-2.1154403,-7.4163418,-2.1175912,0.2127562,0.5490198,0.1053099
19.8665555,-2.1292868,-7.4392475,-2.1114256,0.2181502,0.5460319,0.1078804
19.9165972,-2.1428995,-7.4620861,-2.1051407,0.2236751,0.5430631,0.1104968
19.9666389,-2.1562768,-7.4848572,-2.0987344,0.2293329,0.5401155,0.1131574
20.0166806,-2.1694173,-7.50756,-2.0922047,0.2351259,0.5371913,0.1158604
20.0667223,-2.1823194,-7.5301939,-2.0855494,0.2410561,0.5342927,0.1186033
20.116764,-2.1949818,-7.5527584,-2.0787664,0.2471253,0.5314218,0.1213837
20.1668057,-2.2074032,-7.5752528,-2.0718535,0.2533352,0.5285809,0.1241986
20.2168474,-2.219582,-7.5976764,-2.0648087,0.2596875,0.5257724,0.1270446
20.2668891,-2.231517,-7.6200287,-2.0576297,0.2661834,0.5229985,0.129918
20.3169308,-2.243207,-7.6423091,-2.0503143,0.2728241,0.5202616,0.1328147
20.3669725,-2.2546505,-7.6645169,-2.0428602,0.2796106,0.5175642,0.1357302
20.4170142,-2.2658464,-7.6866515,-2.0352654,0.2865436,0.5149086,0.1386594
20.4670559,-2.2767933,-7.7087123,-2.0275275,0.2936234,0.5122973,0.1415968
20.5170976,-2.2874902,-7.7306988,-2.0196442,0.3008502,0.5097328,0.1445364
20.5671393,-2.2979358,-7.7526103,-2.0116134,0.3082238,0.5072175,0.1474717
20.617181,-2.308129,-7.7744462,-2.0034328,0.3157436,0.5047539,0.1503958
20.6672227,-2.3180687,-7.7962059,-1.9951002,0.3234087,0.5023445,0.1533012
20.7172644,-2.3277537,-7.8178888,-1.9866133,0.3312176,0.4999918,0.1561796
20.7673061,-2.3371831,-7.8394943,-1.97797,0.3391688,0.4976983,0.1590227
20.8173478,-2.3463557,-7.8610219,-1.969168,0.3472598,0.4954663,0.1618212
20.8673895,-2.3552706,-7.8824708,-1.9602051,0.3554881,0.4932982,0.1645656
20.9174312,-2.3639267,-7.9038407,-1.9510794,0.3638504,0.4911964,0.1672456
20.9674729,-2.3723232,-7.9251307,-1.9417886,0.3723429,0.4891632,0.1698508
21.0175146,-2.3804592,-7.9463405,-1.9323308,0.3809614,0.4872008,0.17237
21.0675563,-2.3883336,-7.9674693,-1.9227039,0.389701,0.4853112,0.1747918
21.117598,-2.3959457,-7.9885167,-1.912906,0.3985562,0.4834966,0.1771042
21.1676397,-2.4032946,-8.009482,-1.9029353,0.407521,0.4817589,0.1792951
21.2176814,-2.4103795,-8.0303646,-1.89279,0.4165886,0.4800997,0.181352
21.2677231,-2.4171997,-8.0511641,-1.8824683,0.4257517,0.4785208,0.1832622
21.3177648,-2.4237544,-8.0718797,-1.8719688,0.4350023,0.4770236,0.1850128
21.3678065,-2.4300428,-8.092511,-1.8612898,0.4443319,0.4756095,0.1865911
21.4178482,-2.4360643,-8.1130573,-1.8504301,0.4537311,0.4742795,0.187984
21.4678899,-2.4418182,-8.1335182,-1.8393883,0.46319,0.4730345,0.1891788
21.5179316,-2.4473038,-8.153893,-1.8281634,0.4726982,0.4718752,0.1901629
21.5679733,-2.4525207,-8.1741812,-1.8167544,0.4822444,0.470802,0.1909242
21.618015,-2.4574681,-8.1943822,-1.8051605,0.4918169,0.4698151,0.1914506
21.6680567,-2.4621457,-8.2144956,-1.793381,0.5014035,0.4689143,0.1917308
21.7180984,-2.4665527,-8.2345206,-1.7814156,0.5109912,0.4680992,0.1917542
21.7681401,-2.4706889,-8.2544568,-1.769264,0.5205667,0.4673691,0.1915105
21.8181818,-2.4745536,-8.2743037,-1.7569262,0.5301162,0.466723,0.1909906
21.8682235,-2.4781465,-8.2940606,-1.7444023,0.5396255,0.4661595,0.1901861
21.9182652,-2.4814672,-8.3137271,-1.7316927,0.54908,0.4656769,0.1890896
21.9683069,-2.4845154,-8.3333025,-1.7187983,0.5584647,0.4652732,0.1876948
22.0183486,-2.4872906,-8.3527865,-1.7057198,0.5677646,0.4649461,0.1859966
22.0683903,-2.4897926,-8.3721783,-1.6924584,0.5769641,0.4646927,0.1839909
22.118432,-2.4920212,-8.3914776,-1.6790158,0.5860479,0.4645101,0.1816749
22.1684737,-2.4939759,-8.4106837,-1.6653936,0.5950002,0.4643948,0.1790473
22.2185154,-2.4956568,-8.4297962,-1.6515939,0.6038056,0.4643432,0.1761077
22.2685571,-2.4970635,-8.4488145,-1.6376193,0.6124485,0.4643511,0.1728574
22.3185988,-2.4981959,-8.467738,-1.6234722,0.6209134,0.4644143,0.1692986
22.3686405,-2.4990539,-8.4865664,-1.609156,0.6291852,0.4645281,0.1654352
22.4186822,-2.4996374,-8.505299,-1.5946738,0.6372488,0.4646876,0.1612719
22.4687239,-2.4999464,-8.5239353,-1.5800295,0.6450895,0.4648878,0.156815
22.5187656,-2.4999807,-8.5424749,-1.5652272,0.6526931,0.4651233,0.1520718
22.5688073,-2.4997404,-8.5609172,-1.5502713,0.6600456,0.4653886,0.1470506
22.618849,-2.4992255,-8.5792616,-1.5351665,0.6671337,0.4656781,0.141761
22.6688907,-2.4984362,-8.5975078,-1.519918,0.6739444,0.465986,0.1362132
22.7189324,-2.4973723,-8.6156553,-1.5045314,0.6804653,0.4663066,0.1304186
22.7689741,-2.4960342,-8.6337034,-1.4890123,0.6866847,0.4666341,0.1243892
22.8190158,-2.4944219,-8.6516517,-1.473367,0.6925916,0.4669627,0.1181377
22.8690575,-2.4925355,-8.6694998,-1.4576018,0.6981755,0.4672867,0.1116776
22.9190992,-2.4903754,-8.6872471,-1.4417238,0.7034267,0.4676004,0.1050228
22.969141,-2.4879417,-8.7048931,-1.4257398,0.708336,0.4678986,0.0981878
23.0191827,-2.4852348,-8.7224374,-1.4096573,0.7128954,0.468176,0.0911871
23.0692244,-2.4822548,-8.7398794,-1.393484,0.7170972,0.4684275,0.0840361
23.1192661,-2.4790022,-8.7572188,-1.3772277,0.7209347,0.4686486,0.0767499
23.1693078,-2.4754773,-8.774455,-1.3608965,0.7244019,0.468835,0.0693442
23.2193495,-2.4716805,-8.7915875,-1.3444989,0.7274936,0.4689826,0.0618346
23.2693912,-2.4676122,-8.808616,-1.3280432,0.7302055,0.4690879,0.0542369
23.3194329,-2.4632728,-8.8255398,-1.3115383,0.7325338,0.4691479,0.0465667
23.3694746,-2.4586629,-8.8423585,-1.2949928,0.7344758,0.4691598,0.0388399
23.4195163,-2.4537828,-8.8590718,-1.2784157,0.7360294,0.4691216,0.0310722
23.469558,-2.4486333,-8.8756791,-1.2618161,0.7371934,0.4690315,0.0232792
23.5195997,-2.4432147,-8.8921799,-1.2452028,0.7379672,0.4688884,0.0154767
23.5696414,-2.4375278,-8.9085739,-1.2285849,0.7383512,0.4686918,0.0076799
23.6196831,-2.4315732,-8.9248605,-1.2119715,0.7383464,0.4684415,-9.57e-05
23.6697248,-2.4253514,-8.9410394,-1.1953716,0.7379547,0.4681379,-0.007835
23.7197665,-2.4188633,-8.95711,-1.178794,0.7371785,0.4677821,-0.0155229
23.7698082,-2.4121094,-8.973072,-1.1622475,0.7360213,0.4673753,-0.0231446
23.8198499,-2.4050906,-8.9889248,-1.1457409,0.734487,0.4669197,-0.0306855
23.8698916,-2.3978076,-9.0046681,-1.1292826,0.7325805,0.4664174,-0.0381312
23.9199333,-2.3902613,-9.0203014,-1.112881,0.7303071,0.4658714,-0.0454675
23.969975,-2.3824523,-9.0358244,-1.0965441,0.7276731,0.4652847,-0.0526804
24.0200167,-2.3743817,-9.0512365,-1.0802799,0.7246852,0.4646611,-0.0597566
24.0700584,-2.3660502,-9.0665373,-1.064096,0.7213511,0.4640042,-0.0666825
24.1201001,-2.3574589,-9.0817265,-1.0479998,0.7176788,0.4633184,-0.0734455
24.1701418,-2.3486086,-9.0968036,-1.0319983,0.7136772,0.462608,-0.080033
24.2201835,-2.3395003,-9.1117682,-1.0160984,0.7093555,0.4618775,-0.0864329
24.2702252,-2.3301351,-9.1266199,-1.0003065,0.7047238,0.4611319,-0.0926338
24.3202669,-2.3205139,-9.1413582,-0.9846287,0.6997926,0.4603758,-0.0986248
24.3703086,-2.3106377,-9.1559828,-0.9690708,0.6945728,0.4596144,-0.1043953
24.4203503,-2.3005078,-9.1704933,-0.9536384,0.6890761,0.4588524,-0.1099356
24.470392,-2.2901252,-9.1848893,-0.9383364,0.6833142,0.458095,-0.1152368
24.5204337,-2.279491,-9.1991704,-0.9231697,0.6772997,0.457347,-0.1202905
24.5704754,-2.2686065,-9.2133361,-0.9081426,0.6710452,0.4566133,-0.1250893
24.6205171,-2.2574727,-9.2273861,-0.8932593,0.6645639,0.4558985,-0.1296264
24.6705588,-2.246091,-9.2413201,-0.8785233,0.6578691,0.4552072,-0.1338962
24.7206005,-2.2344626,-9.2551375,-0.8639382,0.6509744,0.4545438,-0.1378938
24.7706422,-2.2225887,-9.2688381,-0.8495068,0.6438936,0.4539125,-0.1416153
24.8206839,-2.2104706,-9.2824215,-0.8352319,0.6366408,0.4533172,-0.1450578
24.8707256,-2.1981098,-9.2958873,-0.8211159,0.6292298,0.4527616,-0.1482193
24.9207673,-2.1855075,-9.3092351,-0.8071607,0.6216748,0.4522492,-0.1510991
24.970809,-2.1726652,-9.3224646,-0.7933681,0.61399,0.4517831,-0.1536972
25.0208507,-2.1595842,-9.3355754,-0.7797396,0.6061892,0.4513662,-0.1560147
25.0708924,-2.146266,-9.3485671,-0.7662763,0.5982866,0.4510011,-0.1580538
25.1209341,-2.132712,-9.3614394,-0.752979,0.5902957,0.4506901,-0.1598174
25.1709758,-2.1189237,-9.3741919,-0.7398484,0.5822302,0.4504353,-0.1613097
25.2210175,-2.1049027,-9.3868244,-0.7268848,0.5741034,0.4502383,-0.1625354
25.2710592,-2.0906505,-9.3993363,-0.7140884,0.5659284,0.4501005,-0.1635004
25.3211009,-2.0761687,-9.4117274,-0.701459,0.5577179,0.4500231,-0.1642111
25.3711426,-2.0614588,-9.4239974,-0.6889963,0.5494841,0.4500069,-0.1646748
25.4211843,-2.0465224,-9.4361459,-0.6766997,0.5412391,0.4500526,-0.1648994
25.471226,-2.0313613,-9.4481726,-0.6645686,0.5329945,0.4501604,-0.1648935
25.5212677,-2.015977,-9.4600771,-0.6526021,0.5247612,0.4503305,-0.164666
25.5713094,-2.0003713,-9.4718591,-0.6407991,0.5165498,0.4505626,-0.1642264
25.6213511,-1.9845458,-9.4835184,-0.6291585,0.5083706,0.4508565,-0.1635847
25.6713928,-1.9685024,-9.4950545,-0.6176787,0.5002331,0.4512114,-0.1627509
25.7214345,-1.9522427,-9.5064672,-0.6063585,0.4921463,0.4516268,-0.1617354
25.7714762,-1.9357686,-9.5177561,-0.5951961,0.4841189,0.4521015,-0.1605488
25.8215179,-1.9190819,-9.5289209,-0.5841898,0.4761588,0.4526344,-0.1592018
25.8715596,-1.9021843,-9.5399614,-0.5733379,0.4682735,0.4532244,-0.1577048
25.9216013,-1.8850778,-9.5508772,-0.5626385,0.4604701,0.4538699,-0.1560687
25.971643,-1.8677643,-9.5616681,-0.5520895,0.4527549,0.4545695,-0.1543037
26.0216847,-1.8502456,-9.5723336,-0.5416888,0.4451339,0.4553214,-0.1524204
26.0717264,-1.8325236,-9.5828736,-0.5314345,0.4376124,0.456124,-0.1504289
26.1217681,-1.8146003,-9.5932878,-0.5213243,0.4301955,0.4569754,-0.148339
26.1718098,-1.7964778,-9.6035758,-0.5113559,0.4228875,0.4578737,-0.1461604
26.2218515,-1.7781579,-9.6137374,-0.5015271,0.4156924,0.4588169,-0.1439024
26.2718932,-1.7596426,-9.6237723,-0.4918356,0.4086137,0.459803,-0.1415739
26.3219349,-1.7409341,-9.6336803,-0.482279,0.4016545,0.46083,-0.1391837
26.3719766,-1.7220344,-9.6434609,-0.472855,0.3948175,0.4618958,-0.1367399
26.4220183,-1.7029455,-9.6531141,-0.4635612,0.388105,0.4629982,-0.1342503
26.4720601,-1.6836695,-9.6626395,-0.4543952,0.3815189,0.4641352,-0.1317224
26.5221018,-1.6642086,-9.6720368,-0.4453545,0.3750607,0.4653045,-0.1291631
26.5721435,-1.6445649,-9.6813059,-0.4364368,0.3687317,0.466504,-0.1265792
26.6221852,-1.6247406,-9.6904464,-0.4276396,0.3625329,0.4677317,-0.1239767
26.6722269,-1.6047377,-9.699458,-0.4189606,0.3564648,0.4689854,-0.1213615
26.7222686,-1.5845587,-9.7083407,-0.4103972,0.3505279,0.4702629,-0.118739
26.7723103,-1.5642055,-9.717094,-0.4019471,0.3447222,0.4715622,-0.1161141
26.822352,-1.5436805,-9.7257178,-0.393608,0.3390476,0.4728813,-0.1134914
26.8723937,-1.522986,-9.7342118,-0.3853773,0.3335038,0.474218,-0.1108752
26.9224354,-1.5021242,-9.7425758,-0.3772527,0.3280904,0.4755704,-0.1082694
26.9724771,-1.4810974,-9.7508096,-0.3692319,0.3228065,0.4769365,-0.1056775
27.0225188,-1.4599079,-9.7589129,-0.3613125,0.3176514,0.4783144,-0.1031027
27.0725605,-1.438558,-9.7668855,-0.3534922,0.312624,0.4797021,-0.1005478
27.1226022,-1.4170501,-9.7747273,-0.3457687,0.3077232,0.4810979,-0.0980155
27.1726439,-1.3953866,-9.7824379,-0.3381398,0.3029478,0.4824998,-0.0955081
27.2226856,-1.3735697,-9.7900171,-0.3306031,0.2982964,0.4839061,-0.0930275
27.2727273,-1.351602,-9.7974649,-0.3231564,0.2937676,0.4853152,-0.0905757
27.322769,-1.3294859,-9.8047809,-0.3157976,0.2893599,0.4867251,-0.0881541
27.3728107,-1.3072237,-9.8119649,-0.3085244,0.2850717,0.4881344,-0.085764
27.4228524,-1.2848179,-9.8190168,-0.3013347,0.2809014,0.4895415,-0.0834066
27.4728941,-1.262271,-9.8259364,-0.2942263,0.2768472,0.4909446,-0.0810829
27.5229358,-1.2395854,-9.8327234,-0.2871972,0.2729076,0.4923424,-0.0787934
27.5729775,-1.2167637,-9.8393777,-0.2802453,0.2690806,0.4937334,-0.0765389
27.6230192,-1.1938083,-9.8458991,-0.2733686,0.2653646,0.4951161,-0.0743198
27.6730609,-1.1707217,-9.8522875,-0.2665649,0.2617578,0.4964891,-0.0721362
27.7231026,-1.1475066,-9.8585426,-0.2598323,0.2582584,0.4978512,-0.0699885
27.7731443,-1.1241655,-9.8646643,-0.2531689,0.2548646,0.4992009,-0.0678766
27.823186,-1.1007008,-9.8706524,-0.2465726,0.2515745,0.500537,-0.0658005
27.8732277,-1.0771152,-9.8765067,-0.2400417,0.2483865,0.5018584,-0.06376
27.9232694,-1.0534114,-9.8822271,-0.2335741,0.2452988,0.5031637,-0.0617548
27.9733111,-1.0295918,-9.8878135,-0.2271681,0.2423096,0.504452,-0.0597846
28.0233528,-1.0056591,-9.8932656,-0.2208217,0.2394171,0.505722,-0.0578489
28.0733945,-0.981616,-9.8985834,-0.2145333,0.2366198,0.5069727,-0.0559474
28.1234362,-0.957465,-9.9037666,-0.2083009,0.2339158,0.5082031,-0.0540794
28.1734779,-0.9332089,-9.9088152,-0.2021228,0.2313036,0.5094122,-0.0522443
28.2235196,-0.9088502,-9.9137289,-0.1959973,0.2287815,0.5105991,-0.0504416
28.2735613,-0.8843917,-9.9185078,-0.1899227,0.226348,0.5117627,-0.0486705
28.323603,-0.8598361,-9.9231515,-0.1838972,0.2240015,0.5129023,-0.0469304
28.3736447,-0.835186,-9.9276601,-0.1779192,0.2217404,0.514017,-0.0452203
28.4236864,-0.8104442,-9.9320333,-0.1719871,0.2195635,0.5151059,-0.0435397
28.4737281,-0.7856134,-9.9362711,-0.1660992,0.2174691,0.5161683,-0.0418876
28.5237698,-0.7606963,-9.9403734,-0.1602538,0.2154559,0.5172034,-0.0402632
28.5738115,-0.7356956,-9.9443399,-0.1544495,0.2135226,0.5182105,-0.0386658
28.6238532,-0.7106141,-9.9481707,-0.1486846,0.2116679,0.5191889,-0.0370943
28.6738949,-0.6854545,-9.9518657,-0.1429577,0.2098905,0.520138,-0.035548
28.7239366,-0.6602197,-9.9554246,-0.137267,0.2081892,0.521057,-0.034026
28.7739783,-0.6349123,-9.9588474,-0.1316112,0.2065628,0.5219454,-0.0325274
28.82402,-0.6095352,-9.9621341,-0.1259888,0.2050103,0.5228027,-0.0310512
28.8740617,-0.5840911,-9.9652845,-0.1203982,0.2035304,0.5236282,-0.0295965
28.9241034,-0.5585829,-9.9682986,-0.1148379,0.2021223,0.5244215,-0.0281626
28.9741451,-0.5330133,-9.9711762,-0.1093066,0.2007849,0.5251819,-0.0267483
29.0241868,-0.5073852,-9.9739173,-0.1038028,0.1995173,0.5259092,-0.0253529
29.0742285,-0.4817013,-9.9765218,-0.0983251,0.1983185,0.5266028,-0.0239754
29.1242702,-0.4559645,-9.9789897,-0.092872,0.1971877,0.5272623,-0.0226149
29.1743119,-0.4301777,-9.9813208,-0.0874422,0.1961242,0.5278873,-0.0212704
29.2243536,-0.4043435,-9.9835151,-0.0820342,0.1951272,0.5284774,-0.0199412
29.2743953,-0.378465,-9.9855726,-0.0766467,0.1941959,0.5290323,-0.0186262
29.324437,-0.3525449,-9.9874932,-0.0712783,0.1933296,0.5295516,-0.0173245
29.3744787,-0.3265861,-9.9892768,-0.0659277,0.1925279,0.5300351,-0.0160353
29.4245204,-0.3005914,-9.9909233,-0.0605935,0.19179,0.5304825,-0.0147576
29.4745621,-0.2745637,-9.9924329,-0.0552743,0.1911155,0.5308935,-0.0134905
29.5246038,-0.2485058,-9.9938053,-0.0499689,0.1905038,0.5312679,-0.0122332
29.5746455,-0.2224206,-9.9950406,-0.0446758,0.1899546,0.5316054,-0.0109848
29.6246872,-0.196311,-9.9961387,-0.0393939,0.1894673,0.5319059,-0.0097443
29.6747289,-0.1701798,-9.9970997,-0.0341216,0.1890418,0.5321692,-0.0085108
29.7247706,-0.14403,-9.9979234,-0.0288579,0.1886776,0.5323952,-0.0072835
29.7748123,-0.1178643,-9.9986098,-0.0236013,0.1883746,0.5325837,-0.0060615
29.824854,-0.0916856,-9.999159,-0.0183505,0.1881324,0.5327346,-0.0048439
29.8748957,-0.0654969,-9.9995709,-0.0131043,0.1879509,0.5328479,-0.0036299
29.9249374,-0.039301,-9.9998455,-0.0078613,0.1878299,0.5329234,-0.0024185
29.9749791,-0.0131008,-9.9999828,-0.0026202,0.1877695,0.5329612,-0.0012088
30.0250209,0.0131008,-9.9999828,0.0026202,0.1877695,0.5329612,0
30.0750626,0.039301,-9.9998455,0.0078613,0.1878299,0.5329234,0.0012088
30.1251043,0.0654969,-9.9995709,0.0131043,0.1879509,0.5328479,0.0024185
30.175146,0.0916856,-9.999159,0.0183505,0.1881324,0.5327346,0.0036299
30.2251877,0.1178643,-9.9986098,0.0236013,0.1883746,0.5325837,0.0048439
30.2752294,0.14403,-9.9979234,0.0288579,0.1886776,0.5323952,0.0060615
30.3252711,0.1701798,-9.9970997,0.0341216,0.1890418,0.5321692,0.0072835
30.3753128,0.196311,-9.9961387,0.0393939,0.1894673,0.5319059,0.0085108
30.4253545,0.2224206,-9.9950406,0.0446758,0.1899546,0.5316054,0.0097443
30.4753962,0.2485058,-9.9938053,0.0499689,0.1905038,0.5312679,0.0109848
30.5254379,0.2745637,-9.9924329,0.0552743,0.1911155,0.5308935,0.0122332
30.5754796,0.3005914,-9.9909233,0.0605935,0.19179,0.5304825,0.0134905
30.6255213,0.3265861,-9.9892768,0.0659277,0.1925279,0.5300351,0.0147576
30.675563,0.3525449,-9.9874932,0.0712783,0.1933296,0.5295516,0.0160353
30.7256047,0.378465,-9.9855726,0.0766467,0.1941959,0.5290323,0.0173245
30.7756464,0.4043435,-9.9835151,0.0820342,0.1951272,0.5284774,0.0186262
30.8256881,0.4301777,-9.9813208,0.0874422,0.1961242,0.5278873,0.0199412
30.8757298,0.4559645,-9.9789897,0.092872,0.1971877,0.5272623,0.0212704
30.9257715,0.4817013,-9.9765218,0.0983251,0.1983185,0.5266028,0.0226149
30.9758132,0.5073852,-9.9739173,0.1038028,0.1995173,0.5259092,0.0239754
31.0258549,0.5330133,-9.9711762,0.1093066,0.2007849,0.5251819,0.0253529
